RESPID,EDUCATION,EDUCATION_TEXT,CARBONTAX,CLEANENERGY,CLEANELEC,MEDICAREALL,PUBLICOPTION,IMMIGRATION,FAMILYLEAVE,WEALTHTAX,DEPORTATIONS,MEDICVOUCHER,CARBONTAX_LLM,CLEANENERGY_LLM,CLEANELEC_LLM,MEDICAREALL_LLM,PUBLICOPTION_LLM,IMMIGRATION_LLM,FAMILYLEAVE_LLM,WEALTHTAX_LLM,DEPORTATIONS_LLM,MEDICVOUCHER_LLM
pid_242,5,Postgraduate,2,5,2,1,5,5,4,5,4,2,2,2,2,1,1,2,2,1,5,5
pid_243,2,High school graduate,4,4,4,4,4,5,5,5,2,3,2,4,2,2,2,2,4,2,4,2
pid_244,5,Postgraduate,4,4,5,5,4,5,5,4,2,4,4,4,4,1,2,2,2,1,5,4
pid_245,3,Associate's degree,4,5,5,5,4,2,5,5,5,4,4,4,4,2,4,4,4,2,4,2
pid_246,5,College graduate/some postgrad,5,5,5,5,4,5,5,5,3,4,1,2,1,1,1,2,2,2,5,5
pid_247,3,Associate's degree,1,3,3,1,5,2,1,1,5,5,4,5,4,4,4,4,4,4,4,2
pid_248,5,Postgraduate,3,5,3,5,5,5,5,5,1,5,2,2,4,1,1,1,2,1,5,5
pid_249,5,College graduate/some postgrad,2,4,3,4,4,4,5,5,1,3,2,4,2,1,4,4,4,2,4,4
pid_250,3,"Some college, no degree",3,4,3,3,4,4,3,2,2,4,1,1,2,1,2,2,2,1,5,4
pid_251,5,Postgraduate,5,5,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,1,1
pid_252,5,Postgraduate,5,4,5,4,4,5,5,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_253,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,1,1
pid_254,5,College graduate/some postgrad,5,2,5,1,3,4,5,5,4,3,1,2,1,1,2,2,2,1,5,5
pid_255,5,College graduate/some postgrad,1,1,1,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,1,1
pid_256,5,Postgraduate,4,3,5,5,3,4,5,4,2,3,1,2,1,1,1,2,4,1,5,5
pid_257,5,Postgraduate,4,3,4,4,4,4,4,4,3,2,1,2,2,1,2,2,2,1,4,4
pid_258,3,Associate's degree,3,3,4,4,4,4,4,5,3,4,1,1,1,1,1,1,2,1,5,5
pid_259,5,Postgraduate,2,3,2,4,4,4,4,4,3,4,4,5,4,4,4,5,5,4,1,2
pid_260,5,Postgraduate,3,4,3,5,3,4,3,2,3,3,2,4,4,1,1,1,2,1,5,5
pid_261,5,College graduate/some postgrad,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,2,2,1,5,4
pid_262,5,Postgraduate,3,4,3,4,5,2,3,1,4,4,1,1,1,1,1,1,2,1,5,5
pid_263,2,High school graduate,4,4,4,4,4,4,5,5,5,4,2,5,2,1,1,1,4,1,5,5
pid_264,3,Associate's degree,4,5,4,5,4,4,3,4,3,4,5,5,5,5,5,5,5,5,1,1
pid_265,3,Associate's degree,2,1,1,1,2,1,1,1,5,4,4,5,5,4,5,4,5,5,1,1
pid_266,3,Associate's degree,4,3,4,5,4,5,4,5,2,3,4,4,4,2,4,4,4,4,4,4
pid_267,5,College graduate/some postgrad,4,4,5,4,5,5,5,5,1,4,5,5,5,4,4,5,4,4,2,2
pid_268,3,"Some college, no degree",4,3,3,3,4,3,3,3,4,4,5,5,5,5,5,5,5,5,1,1
pid_269,3,"Some college, no degree",5,5,4,5,3,5,4,5,1,5,2,4,4,4,4,5,5,5,2,2
pid_270,5,Postgraduate,3,4,4,5,3,4,5,5,4,3,5,5,5,4,5,4,5,5,1,1
pid_271,3,"Some college, no degree",5,4,5,5,5,5,5,4,1,3,4,5,5,5,5,5,5,5,1,1
pid_272,5,College graduate/some postgrad,2,1,2,4,4,2,4,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_273,3,Associate's degree,4,4,4,4,2,5,5,5,3,5,1,2,1,1,2,2,2,2,5,5
pid_274,3,Associate's degree,3,4,3,5,5,5,4,4,3,2,2,4,4,1,1,2,4,1,5,5
pid_275,3,"Some college, no degree",4,5,3,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,1,1
pid_276,2,High school graduate,3,4,3,4,4,5,5,5,4,4,2,4,2,4,4,4,4,4,4,1
pid_277,5,College graduate/some postgrad,4,4,5,5,3,5,5,5,1,3,2,2,2,1,2,2,2,1,4,4
pid_278,3,"Some college, no degree",4,5,3,4,5,1,4,3,5,3,5,5,5,5,5,5,5,5,1,1
pid_279,5,College graduate/some postgrad,5,4,5,4,5,5,5,4,2,5,4,5,5,5,5,5,5,5,1,1
pid_280,3,Associate's degree,4,5,5,4,3,5,5,5,1,4,5,5,5,5,5,5,5,5,1,1
pid_281,5,College graduate/some postgrad,3,3,2,1,4,2,5,4,5,5,2,4,2,4,4,4,5,4,2,2
pid_282,5,Postgraduate,4,3,3,4,5,4,4,5,3,4,5,5,5,5,5,5,5,5,1,1
pid_283,5,Postgraduate,4,4,4,5,5,4,4,5,3,1,2,4,4,1,2,2,2,1,5,4
pid_284,3,"Some college, no degree",4,4,5,5,2,5,5,5,1,3,3,4,4,4,4,4,2,4,2,4
pid_285,5,Postgraduate,2,2,2,4,4,2,4,4,4,4,4,4,4,1,2,4,2,1,5,5
pid_286,5,Postgraduate,4,2,4,5,5,4,4,4,2,2,1,2,2,1,1,1,2,1,5,5
pid_287,5,Postgraduate,5,4,3,4,3,4,3,4,4,4,4,4,4,1,1,2,2,1,5,5
pid_288,2,High school graduate,2,3,2,3,3,1,4,4,5,3,4,5,5,5,5,5,5,5,1,1
pid_289,2,High school graduate,5,4,5,5,5,5,4,4,5,5,2,4,2,4,4,4,4,4,2,2
pid_290,3,"Some college, no degree",4,4,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_291,3,"Some college, no degree",3,3,3,4,5,4,5,5,3,5,2,4,2,1,2,2,4,1,5,5
pid_292,3,"Some college, no degree",2,3,2,3,2,4,2,5,3,4,4,4,4,4,4,4,4,4,2,2
pid_293,5,College graduate/some postgrad,2,3,4,5,5,4,5,5,3,1,5,5,5,5,5,5,5,5,1,1
pid_294,5,Postgraduate,2,1,1,4,5,5,4,5,2,5,4,5,4,5,5,5,5,5,1,1
pid_295,2,High school graduate,4,3,3,2,4,3,4,3,4,4,4,5,5,5,5,5,5,5,1,1
pid_296,5,Postgraduate,1,3,2,1,1,3,5,2,5,1,2,2,2,2,2,2,2,1,4,4
pid_297,3,Associate's degree,2,2,3,2,4,2,4,1,5,4,1,4,1,1,2,2,4,2,5,4
pid_298,5,Postgraduate,2,3,4,4,5,4,5,5,4,2,4,4,4,1,2,4,4,2,4,4
pid_299,5,Postgraduate,5,5,4,5,4,2,5,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_300,5,College graduate/some postgrad,4,3,5,4,5,5,5,5,1,3,4,4,4,4,4,5,5,4,2,2
pid_301,5,Postgraduate,4,3,4,4,3,2,5,2,5,3,5,5,5,5,5,5,5,5,1,1
pid_302,5,College graduate/some postgrad,2,2,1,2,3,3,4,2,4,3,4,5,4,4,4,4,5,4,4,1
pid_303,3,"Some college, no degree",4,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,1,1
pid_304,3,"Some college, no degree",4,4,5,5,5,4,4,5,3,4,4,5,5,5,5,5,5,5,1,1
pid_305,3,"Some college, no degree",5,5,5,5,5,5,5,5,2,2,2,4,4,4,4,4,4,5,2,2
pid_306,2,High school graduate,4,2,2,2,4,4,5,5,3,4,4,5,5,5,5,5,5,5,1,1
pid_307,5,Postgraduate,5,4,3,2,3,3,2,3,4,4,1,2,1,1,1,2,2,1,5,4
pid_308,5,Postgraduate,4,3,5,3,3,5,5,5,2,5,5,5,5,5,5,5,5,5,1,1
pid_309,3,Associate's degree,4,3,5,4,4,5,5,3,5,3,2,4,4,4,4,4,4,4,2,2
pid_310,3,Associate's degree,4,4,5,4,5,5,4,4,3,4,5,5,5,5,5,5,5,5,1,1
pid_311,5,College graduate/some postgrad,3,3,2,1,4,1,2,3,5,4,4,4,4,4,4,4,5,4,2,2
pid_312,2,High school graduate,4,3,5,5,3,5,5,5,4,2,2,4,2,1,2,4,4,1,5,4
pid_313,5,College graduate/some postgrad,2,3,3,2,3,3,5,3,4,3,4,5,5,5,5,5,5,5,1,1
pid_314,3,"Some college, no degree",4,5,5,5,5,5,5,5,5,5,2,4,2,1,1,1,4,1,5,1
pid_315,5,College graduate/some postgrad,4,3,4,5,4,5,3,5,3,3,5,5,5,5,5,5,5,5,1,1
pid_316,5,Postgraduate,4,4,4,3,5,4,3,4,3,3,4,4,4,1,1,2,2,1,4,4
pid_317,5,Postgraduate,4,4,4,4,4,3,5,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_318,2,High school graduate,5,5,5,5,5,5,5,5,3,5,1,2,2,1,4,2,4,2,4,4
pid_319,5,College graduate/some postgrad,5,3,5,4,5,4,5,5,4,5,2,2,2,2,4,2,2,2,4,4
pid_320,3,"Some college, no degree",2,2,2,1,4,1,1,1,5,4,5,5,5,5,5,5,5,5,1,1
pid_321,3,Associate's degree,4,5,4,5,4,4,4,2,5,4,4,4,4,2,4,4,4,2,4,2
pid_322,5,College graduate/some postgrad,4,4,5,5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_323,5,College graduate/some postgrad,3,4,2,5,5,3,4,2,3,5,2,5,4,5,5,5,5,5,1,1
pid_324,5,Postgraduate,5,5,5,4,4,5,2,5,2,3,4,5,5,5,5,5,5,5,1,1
pid_325,2,High school graduate,1,2,1,1,2,4,5,2,4,5,1,4,1,1,2,2,4,1,5,2
pid_326,3,Associate's degree,4,5,5,5,4,5,5,5,1,1,2,4,2,1,2,4,4,2,4,4
pid_327,3,Associate's degree,5,5,5,3,5,5,5,5,4,3,1,4,2,1,1,1,2,1,5,4
pid_328,5,College graduate/some postgrad,5,4,5,4,4,5,4,4,2,3,4,4,4,4,4,4,4,4,2,1
pid_329,5,College graduate/some postgrad,2,3,4,4,4,4,4,5,2,3,5,5,5,5,5,5,5,5,1,1
pid_330,3,"Some college, no degree",4,4,3,4,4,4,4,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_331,3,Associate's degree,5,5,5,5,4,5,5,5,1,1,1,2,1,1,2,2,2,1,5,5
pid_332,5,Postgraduate,3,3,3,2,4,2,4,4,1,4,2,4,4,1,4,4,4,2,4,4
pid_333,5,Postgraduate,4,4,4,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,1,4
pid_334,5,College graduate/some postgrad,2,2,2,1,4,4,4,2,4,2,4,4,4,4,4,4,4,4,1,2
pid_335,3,Associate's degree,2,2,2,5,5,5,5,5,2,2,1,2,2,1,2,2,2,1,5,4
pid_336,5,College graduate/some postgrad,5,4,4,5,4,5,5,5,1,4,1,2,2,1,1,2,2,1,5,4
pid_337,5,Postgraduate,3,5,3,5,4,4,5,5,3,4,2,4,2,2,4,4,4,4,4,4
pid_338,5,College graduate/some postgrad,4,4,4,4,4,2,4,4,4,4,2,4,2,2,4,4,4,4,4,1
pid_339,5,Postgraduate,3,4,4,4,4,5,4,4,1,4,4,5,5,5,5,5,5,5,1,1
pid_340,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,3,2,2,2,2,2,2,4,1,5,5
pid_341,5,College graduate/some postgrad,3,4,4,5,5,5,5,4,2,3,5,5,5,5,5,5,5,5,1,1
pid_342,5,College graduate/some postgrad,3,4,4,5,4,5,1,5,4,2,5,5,5,5,5,5,5,5,1,1
pid_343,5,Postgraduate,4,4,4,4,5,4,5,5,3,4,5,5,5,5,5,5,5,4,1,1
pid_344,2,High school graduate,4,3,4,3,4,3,3,4,3,3,5,5,5,5,5,5,5,5,1,1
pid_345,5,College graduate/some postgrad,4,3,5,5,5,4,5,5,3,2,2,2,2,1,2,2,2,1,5,4
pid_346,2,High school graduate,5,5,5,5,3,5,5,5,1,1,5,5,5,4,4,4,4,4,2,2
pid_347,3,Associate's degree,4,4,5,5,5,2,5,5,5,5,4,4,4,4,4,4,4,4,4,2
pid_348,5,College graduate/some postgrad,5,4,5,5,4,3,4,5,3,4,1,4,2,1,2,2,2,1,5,2
pid_349,2,High school graduate,5,4,4,5,5,4,4,5,4,5,2,2,1,2,4,2,4,2,4,4
pid_350,5,College graduate/some postgrad,5,4,5,5,5,5,5,5,2,5,4,4,4,1,2,4,2,1,4,5
pid_351,3,"Some college, no degree",4,3,4,4,3,2,4,5,5,4,5,5,5,5,5,5,5,5,1,1
pid_352,3,Associate's degree,5,4,5,5,5,5,5,5,3,4,4,5,4,4,4,5,5,4,1,1
pid_353,5,College graduate/some postgrad,4,2,2,4,4,4,4,5,5,5,1,2,1,1,1,2,2,1,5,5
pid_354,5,College graduate/some postgrad,2,3,1,2,4,4,3,2,4,4,5,5,5,5,5,5,5,5,1,1
pid_355,5,College graduate/some postgrad,3,2,2,4,4,2,3,4,5,3,4,4,4,3,4,4,4,4,2,2
pid_356,3,Associate's degree,4,4,4,3,4,5,4,4,5,3,2,4,1,4,5,5,5,4,1,1
pid_357,2,High school graduate,4,4,4,5,4,5,4,4,2,3,1,2,2,2,2,1,2,1,5,4
pid_358,5,Postgraduate,3,3,4,3,3,4,5,5,2,3,5,5,5,5,5,5,5,5,1,1
pid_359,3,"Some college, no degree",3,4,3,5,5,3,3,3,3,3,4,4,4,4,4,4,4,2,4,4
pid_360,5,Postgraduate,3,3,5,5,2,5,4,5,2,4,2,4,4,1,2,2,4,1,4,4
pid_361,3,"Some college, no degree",4,2,2,3,4,5,2,5,4,3,5,5,5,5,5,5,5,5,1,1
pid_362,5,College graduate/some postgrad,3,4,3,1,2,2,5,4,4,3,5,5,5,5,5,5,5,5,1,1
pid_363,2,High school graduate,4,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1
pid_364,5,College graduate/some postgrad,3,3,3,2,2,2,5,4,4,3,5,5,5,4,5,5,5,4,2,1
pid_365,5,Postgraduate,5,4,5,2,5,4,4,5,5,2,4,5,4,2,4,4,4,2,2,2
pid_366,2,High school graduate,5,5,5,5,5,5,5,5,1,1,4,4,4,4,4,4,4,4,2,2
pid_367,3,"Some college, no degree",4,5,4,5,5,4,5,5,5,5,4,4,4,5,4,4,4,4,4,2
pid_368,5,College graduate/some postgrad,5,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1
pid_369,3,"Some college, no degree",4,3,4,5,4,5,5,5,2,3,2,4,2,2,2,2,4,2,4,4
pid_370,3,"Some college, no degree",1,2,2,2,4,1,2,3,5,5,2,4,2,2,2,4,4,2,4,4
pid_371,5,College graduate/some postgrad,2,3,2,4,5,4,4,4,4,5,2,4,2,1,2,2,4,1,5,4
pid_372,3,"Some college, no degree",3,3,3,5,5,3,3,5,3,3,2,4,2,1,2,2,4,1,5,5
pid_373,3,"Some college, no degree",5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1
pid_374,3,"Some college, no degree",4,4,5,5,5,5,5,5,2,3,4,5,5,5,5,5,5,5,1,1
pid_375,3,Associate's degree,3,3,4,3,3,3,3,3,4,3,4,5,4,5,5,5,5,5,2,1
pid_376,5,College graduate/some postgrad,1,4,1,1,4,5,2,4,5,5,4,5,4,5,5,5,5,5,1,1
pid_377,5,College graduate/some postgrad,3,3,4,2,4,3,4,5,4,4,1,2,2,1,1,1,2,1,5,5
pid_378,5,College graduate/some postgrad,2,3,5,4,3,4,5,5,5,1,5,5,5,5,5,5,5,5,1,1
pid_379,5,College graduate/some postgrad,1,5,1,5,5,1,5,5,5,5,3,4,4,2,4,4,4,4,2,2
pid_380,5,College graduate/some postgrad,4,4,4,3,3,2,4,3,5,5,2,4,2,2,2,4,4,2,4,4
pid_381,5,Postgraduate,4,3,3,4,4,4,4,4,3,3,4,4,4,2,4,4,4,4,4,3
pid_382,5,College graduate/some postgrad,2,3,2,1,4,3,2,4,5,4,4,4,4,2,4,4,4,4,4,2
pid_383,3,Associate's degree,5,5,5,5,5,5,5,5,1,5,2,4,4,1,1,2,2,1,4,4
pid_384,5,College graduate/some postgrad,5,5,5,5,4,5,5,5,1,2,4,4,4,5,5,5,5,5,1,1
pid_385,3,"Some college, no degree",3,2,4,5,3,4,3,5,3,5,1,2,2,4,4,4,2,2,5,4
pid_386,3,"Some college, no degree",4,5,4,5,5,2,5,4,3,5,4,4,4,4,4,4,4,4,2,2
pid_387,5,College graduate/some postgrad,3,4,3,5,4,2,4,4,1,3,4,4,4,4,4,4,4,4,2,2
pid_388,5,College graduate/some postgrad,1,1,1,1,1,3,5,1,5,3,5,5,5,5,5,5,5,5,1,1
pid_389,5,College graduate/some postgrad,4,3,4,5,4,4,3,4,3,4,5,5,5,4,5,5,5,4,1,1
pid_390,5,College graduate/some postgrad,4,4,5,5,5,5,4,5,3,4,2,2,2,1,2,2,2,1,4,4
pid_391,5,Postgraduate,3,2,2,4,4,4,4,4,4,4,2,3,2,2,4,2,4,4,5,2
pid_392,3,"Some college, no degree",4,5,4,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_393,3,Associate's degree,4,2,2,2,4,4,3,2,5,3,5,5,5,5,5,5,5,5,1,2
pid_394,5,College graduate/some postgrad,4,2,3,1,4,5,5,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_395,5,College graduate/some postgrad,4,4,4,4,4,3,4,4,4,4,4,5,4,1,2,2,4,1,5,2
pid_396,2,High school graduate,4,4,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,1,1
pid_397,5,Postgraduate,4,3,4,3,2,4,3,2,4,3,5,5,5,5,5,5,5,5,1,1
pid_398,3,Associate's degree,4,2,3,4,4,5,4,3,5,3,2,5,2,4,4,4,4,4,1,1
pid_399,5,Postgraduate,3,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,2,1
pid_400,5,College graduate/some postgrad,1,3,4,4,3,3,5,4,4,5,5,5,5,5,5,5,5,5,1,1
pid_401,1,Less than high school,4,4,3,4,5,4,4,3,3,4,1,4,1,4,4,4,4,5,2,1
pid_402,5,College graduate/some postgrad,3,3,4,4,5,5,3,2,3,2,2,4,2,1,2,4,4,1,4,4
pid_403,3,"Some college, no degree",3,2,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_404,3,"Some college, no degree",4,4,4,4,4,4,4,4,2,3,2,2,4,1,1,1,2,1,5,5
pid_405,5,College graduate/some postgrad,2,2,2,1,4,2,3,2,5,4,5,5,5,5,5,5,5,5,1,1
pid_406,2,High school graduate,5,4,5,5,5,5,5,5,2,2,2,2,2,4,4,2,4,4,4,2
pid_407,5,College graduate/some postgrad,4,4,4,5,5,5,3,5,3,5,4,4,4,4,4,4,4,4,2,2
pid_408,5,College graduate/some postgrad,5,5,5,4,5,1,4,4,5,5,5,5,5,5,5,5,5,5,1,1
pid_409,5,College graduate/some postgrad,2,1,2,2,2,2,4,2,4,3,4,4,4,1,1,2,2,1,4,4
pid_410,5,College graduate/some postgrad,3,4,4,4,5,4,2,5,3,3,5,5,5,5,5,5,5,5,1,1
pid_411,5,College graduate/some postgrad,4,4,3,4,5,1,4,3,5,4,4,4,4,1,2,2,4,1,4,4
pid_412,5,College graduate/some postgrad,1,1,1,1,3,1,3,1,5,1,4,2,2,1,1,1,2,1,5,5
pid_413,2,High school graduate,3,4,3,2,3,3,4,3,2,3,2,4,2,4,5,5,5,5,2,1
pid_414,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,5,2,4,4,2,2,2,4,1,5,4
pid_415,5,Postgraduate,5,5,5,5,3,5,5,5,1,1,5,5,5,5,5,5,5,5,2,1
pid_416,5,College graduate/some postgrad,1,1,1,1,1,1,1,1,5,1,2,4,2,2,2,4,4,1,4,4
pid_417,5,College graduate/some postgrad,2,4,5,5,5,5,4,4,2,4,5,5,5,5,5,5,5,5,1,1
pid_418,5,Postgraduate,5,4,4,5,4,4,4,5,3,3,2,4,4,2,4,4,4,2,4,2
pid_419,5,College graduate/some postgrad,4,4,4,4,4,4,4,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_420,5,Postgraduate,5,4,5,5,4,5,5,5,3,1,4,4,3,4,4,4,4,4,4,2
pid_421,3,"Some college, no degree",4,5,5,5,5,5,4,5,2,3,1,4,1,1,2,4,2,1,5,5
pid_422,3,"Some college, no degree",5,1,2,2,3,3,3,3,4,3,1,2,2,1,2,2,2,1,5,2
pid_423,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,1,4,5,4,1,2,4,2,1,4,4
pid_424,3,Associate's degree,5,4,5,5,5,3,5,5,4,2,4,5,5,4,4,5,4,4,2,2
pid_425,5,College graduate/some postgrad,3,5,4,5,5,5,5,4,1,5,2,4,2,2,4,4,4,2,4,2
pid_426,5,College graduate/some postgrad,4,3,4,4,2,4,4,3,5,4,4,4,4,2,4,4,4,2,4,4
pid_427,5,College graduate/some postgrad,4,4,4,5,4,5,5,5,3,1,5,5,5,4,5,5,4,4,1,1
pid_428,5,College graduate/some postgrad,4,5,5,5,4,5,4,5,1,1,4,5,4,4,4,4,4,4,4,2
pid_429,3,"Some college, no degree",4,3,3,4,3,4,3,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_430,2,High school graduate,1,3,1,3,3,3,3,1,5,2,4,4,4,2,2,4,4,2,4,4
pid_431,5,College graduate/some postgrad,4,3,4,1,3,4,4,5,5,4,5,5,5,2,4,4,4,4,2,4
pid_432,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,1,4,4,4,4,4,4,5,4,2,2
pid_433,2,High school graduate,5,5,5,5,5,5,5,5,3,4,2,4,4,4,4,4,4,4,2,1
pid_434,5,Postgraduate,4,5,4,5,3,5,5,5,2,3,4,4,4,5,5,5,4,5,2,2
pid_435,2,High school graduate,4,5,4,4,4,5,4,4,3,3,1,2,1,1,2,1,2,1,5,5
pid_436,3,Associate's degree,5,5,5,5,3,5,5,5,1,2,4,5,5,5,5,5,5,5,1,1
pid_437,5,Postgraduate,5,5,5,5,3,5,5,5,3,1,4,5,5,5,5,5,5,5,1,1
pid_438,2,High school graduate,2,3,4,4,4,2,4,5,4,3,5,5,5,5,5,5,5,5,1,1
pid_439,2,High school graduate,5,5,5,5,5,5,5,5,2,5,2,4,2,1,2,4,4,1,4,4
pid_440,5,Postgraduate,4,4,2,5,5,4,5,2,4,5,4,4,4,4,4,5,4,4,2,2
pid_441,5,College graduate/some postgrad,5,4,5,5,3,4,4,3,3,4,1,2,2,1,1,1,2,1,5,5
pid_442,3,Associate's degree,4,4,3,5,5,5,4,5,2,3,4,4,4,4,4,4,5,5,2,2
pid_443,3,"Some college, no degree",3,4,3,4,4,4,4,5,2,4,4,5,5,5,5,5,5,5,1,1
pid_444,5,Postgraduate,4,4,4,4,4,3,5,5,3,4,1,2,1,1,2,1,2,1,4,4
pid_445,3,"Some college, no degree",4,4,5,5,3,5,5,5,1,3,2,4,4,4,4,4,4,4,4,2
pid_446,3,"Some college, no degree",2,3,2,2,4,3,4,4,5,4,4,5,5,5,5,5,5,5,1,1
pid_447,5,College graduate/some postgrad,1,5,5,5,2,5,3,5,1,1,1,4,2,1,2,2,2,1,5,4
pid_448,3,"Some college, no degree",3,2,3,4,5,1,4,5,5,3,2,2,2,2,2,2,2,2,4,4
pid_449,3,Associate's degree,5,5,5,5,5,5,5,5,3,5,4,5,4,4,4,4,4,4,2,2
pid_450,2,High school graduate,4,2,5,4,4,5,2,2,2,4,5,5,5,5,5,5,5,5,1,1
pid_451,5,College graduate/some postgrad,4,5,4,4,5,4,5,5,2,3,5,5,5,5,5,5,5,5,1,1
pid_452,5,Postgraduate,4,3,3,4,4,4,5,5,4,4,4,5,5,2,4,4,4,1,4,4
pid_453,3,"Some college, no degree",2,4,4,5,5,5,5,4,4,5,2,4,2,2,2,4,4,2,4,4
pid_454,5,Postgraduate,4,5,4,5,4,5,5,5,1,3,4,4,2,4,4,4,4,2,4,2
pid_455,3,Associate's degree,1,3,3,5,5,3,5,3,3,4,2,4,4,1,2,2,4,1,5,4
pid_456,5,Postgraduate,1,3,1,1,3,1,2,1,5,4,4,5,5,5,5,5,5,5,1,1
pid_457,3,Associate's degree,1,1,1,4,1,1,1,2,5,3,4,4,2,1,2,4,4,2,4,1
pid_458,5,Postgraduate,2,2,2,2,4,4,2,2,4,4,2,4,4,4,4,4,4,4,4,4
pid_459,2,High school graduate,4,4,4,5,3,4,4,5,2,3,5,5,5,5,5,5,5,5,1,1
pid_460,3,"Some college, no degree",5,4,4,5,4,3,3,5,2,2,4,5,5,5,5,5,5,5,1,1
pid_461,5,Postgraduate,2,4,3,3,4,4,3,4,2,1,5,5,5,5,5,5,5,5,1,1
pid_462,3,"Some college, no degree",1,3,2,1,2,2,2,1,4,4,2,4,2,1,4,4,4,2,4,4
pid_463,5,College graduate/some postgrad,5,5,5,5,4,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_464,3,"Some college, no degree",1,4,1,4,4,3,2,4,4,4,4,5,5,5,5,5,5,5,1,1
pid_465,5,College graduate/some postgrad,5,5,4,4,5,5,4,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_466,5,College graduate/some postgrad,5,5,5,5,4,5,5,5,2,1,4,5,5,5,5,5,5,5,1,1
pid_467,5,College graduate/some postgrad,4,1,4,5,4,5,5,5,2,4,4,5,5,5,5,5,5,5,1,1
pid_468,5,Postgraduate,4,4,4,4,3,4,4,5,1,3,1,2,2,2,2,2,4,2,4,4
pid_469,5,College graduate/some postgrad,5,2,5,4,4,4,3,5,5,3,4,4,4,2,2,4,4,1,4,4
pid_470,3,"Some college, no degree",5,5,5,5,5,5,5,5,1,2,2,4,4,5,5,5,5,5,1,1
pid_471,5,College graduate/some postgrad,3,2,4,2,2,2,2,2,3,3,2,4,2,4,4,4,4,4,2,1
pid_472,3,"Some college, no degree",4,4,4,5,4,4,3,5,1,4,2,4,2,1,2,2,4,2,4,2
pid_473,5,Postgraduate,4,4,3,4,5,2,5,3,5,5,5,5,5,5,5,5,5,5,1,1
pid_474,5,Postgraduate,2,5,4,5,5,5,5,3,5,5,4,5,5,4,4,4,4,4,2,2
pid_475,5,College graduate/some postgrad,4,4,4,4,4,4,5,5,2,3,5,5,5,4,4,4,4,4,4,2
pid_476,5,College graduate/some postgrad,2,4,3,2,5,4,5,4,3,4,2,2,2,2,4,2,4,2,4,2
pid_477,3,"Some college, no degree",4,3,4,4,5,5,5,5,5,4,1,2,2,1,2,2,4,1,5,5
pid_478,5,College graduate/some postgrad,1,2,1,1,1,2,4,1,4,4,5,5,5,4,4,5,5,4,2,1
pid_479,5,Postgraduate,2,4,3,4,4,2,4,5,5,4,4,4,2,1,1,2,4,1,5,5
pid_480,3,"Some college, no degree",2,4,2,5,4,5,4,4,2,2,2,4,2,2,4,4,4,2,4,4
pid_481,2,High school graduate,5,5,5,5,5,5,3,5,4,2,1,2,2,1,1,2,4,2,5,4
pid_482,5,College graduate/some postgrad,4,4,4,4,4,4,4,5,3,2,4,5,5,5,5,5,5,5,1,1
pid_483,2,High school graduate,2,3,2,4,4,4,5,5,2,5,1,4,2,1,2,2,4,1,5,4
pid_484,3,Associate's degree,4,2,2,5,5,1,5,3,3,5,4,5,4,4,4,5,5,4,2,1
pid_485,5,College graduate/some postgrad,4,4,5,5,4,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_486,5,College graduate/some postgrad,1,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1
pid_487,3,"Some college, no degree",4,4,5,3,4,4,4,5,5,3,1,4,2,2,4,2,2,1,4,4
pid_488,3,"Some college, no degree",5,4,5,5,4,5,4,5,3,2,2,4,4,2,4,2,4,2,5,4
