RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,LANG_PREF,SURVEYSTARTDATE,SURVEYENDDATE,BWAVE,BIDENT1_GEOSTRATA,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,INFRASPEND,MOREGUNIMPACT,GAMBLERESTR,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSEa,SMUSEb,SMUSEc,SMUSEd,SMUSEe,SMUSEf,SMUSEg,SMUSEh,SMUSEi,SMUSEj,SMUSEk,RADIO,GPT1,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACEMOD_1,RACEMOD_2,RACEMOD_3,RACEMOD_4,RACEMOD_5,RACEMOD_6,RACEMOD_99,RACEMOD_MIXEDOE,RACECMB,RACETHN,AGE,AGECAT,BIRTHPLACE,GENDER,MARITAL,EDUCATION,EDUCCAT,ADULTS,VOTED2020,VOTEGEN_POST,INC_SDT1,CREGION,DIVISION,METRO,BASEWT,WEIGHT,RACE_TEXT
5571.0,2.0,1.0,,,,20240506,2.0,10.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,10.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,9.0,3.0,7.0,1.0,1.5534738020403482,1.0205989707850813,"Not Hispanic, White"
5572.0,1.0,1.0,1.0,1.0,20240222,20240222,2.0,7.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,2.0,3.0,3.0,2.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,3.0,30.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,,2.0,4.0,9.0,1.0,0.06415009521675664,0.10547543409018215,Hispanic
5573.0,2.0,1.0,,,,20240524,2.0,10.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,3.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,0.7767369010201741,0.3398734073681095,"Not Hispanic, White"
5578.0,2.0,1.0,,,,20240513,2.0,10.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,83.0,4.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,9.0,2.0,3.0,1.0,0.7767369010201741,0.6589337670737063,"Not Hispanic, White"
5580.0,1.0,2.0,2.0,2.0,20240222,20240222,2.0,10.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,12.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,99.0,99.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,2.0,4.0,2.0,1.0,7.0,1.0,3.0,2.0,,1.0,3.0,7.0,1.0,1.1651053515302612,1.4410808370615749,"Not Hispanic, White"
5582.0,2.0,1.0,,,,20240430,2.0,7.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,67.0,4.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,,1.0,4.0,9.0,1.0,0.1283001904335133,0.1991354199978798,"Not Hispanic, Other"
5586.0,1.0,1.0,1.0,1.0,20240225,20240225,2.0,10.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,69.0,4.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.38836845051008706,0.2259715792630691,"Not Hispanic, White"
5587.0,1.0,1.0,1.0,1.0,20240220,20240220,2.0,7.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,1.0,5.0,1.0,2.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,3.0,20.0,1.0,1.0,2.0,1.0,5.0,2.0,99.0,99.0,,99.0,4.0,9.0,1.0,0.19245028565026992,0.3037211137086574,Hispanic
5594.0,1.0,1.0,1.0,1.0,20240304,20240304,2.0,6.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,12.0,3.0,1.0,5.0,6.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,68.0,4.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,9.0,1.0,0.8669544178160234,0.8491439145688449,"Not Hispanic, White"
5604.0,1.0,1.0,1.0,1.0,20240302,20240302,2.0,7.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,3.0,2.0,6.0,6.0,4.0,6.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,2.0,4.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,3.0,4.0,8.0,1.0,0.1283001904335133,0.1675763709105811,"Not Hispanic, White"
5612.0,2.0,1.0,,,,20240513,2.0,10.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,67.0,4.0,4.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.3302107030605224,0.9261315835753827,"Not Hispanic, Asian"
5613.0,2.0,1.0,,,,20240305,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,91.0,4.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.8759496885461502,0.6161342686323447,"Not Hispanic, White"
5614.0,2.0,1.0,,,,20240430,2.0,10.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,9.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,9.0,3.0,5.0,1.0,1.5534738020403482,1.305282154591402,"Not Hispanic, White"
5619.0,1.0,1.0,1.0,1.0,20240306,20240306,2.0,10.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,99.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,,9.0,3.0,5.0,1.0,0.7767369010201741,2.324920053173362,"Not Hispanic, White"
5621.0,2.0,1.0,1.0,,20240223,20240429,2.0,10.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,1.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,68.0,4.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.7767369010201741,0.3118086618542837,"Not Hispanic, White"
5628.0,1.0,1.0,1.0,1.0,20240223,20240223,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,54.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,6.0,2.0,1.3139245328192253,2.2378628525287976,"Not Hispanic, Black"
5635.0,2.0,1.0,,,,20240424,2.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,12.0,3.0,2.0,6.0,6.0,4.0,5.0,1.0,2.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,62.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,9.0,1.0,1.733908835632047,2.2253435055024218,"Hispanic, White"
5637.0,2.0,1.0,,,,20240524,2.0,10.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,5.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.5534738020403482,1.29033140462303,"Not Hispanic, White"
5639.0,1.0,1.0,1.0,1.0,20240225,20240225,2.0,10.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,9.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,63.0,3.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,9.0,3.0,5.0,1.0,0.7767369010201741,0.410584770034944,"Not Hispanic, White"
5640.0,1.0,1.0,1.0,1.0,20240223,20240223,2.0,10.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,5.0,6.0,4.0,6.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,3.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,99.0,8.0,2.0,4.0,1.0,0.38836845051008706,0.2984757527101253,"Not Hispanic, White"
5646.0,1.0,2.0,1.0,2.0,20240220,20240220,2.0,8.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,49.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,7.0,4.0,9.0,1.0,0.45097853546298033,0.4636038828306739,"Hispanic, White"
5650.0,2.0,1.0,,,,20240425,2.0,10.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,4.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,3.0,1.0,2.0,6.0,7.0,1.0,1.0,1.0,2.0,7.0,4.0,8.0,1.0,0.7767369010201741,0.3936278653547934,"Not Hispanic, White"
5651.0,1.0,1.0,1.0,1.0,20240226,20240226,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,3.0,6.0,3.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,2.0,1.0,2.0,2.0,7.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,1.0,0.8759496885461502,1.0110883227811622,"Not Hispanic, White"
5653.0,2.0,1.0,,,,20240513,2.0,10.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,3.0,3.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,9.0,4.0,9.0,1.0,1.5534738020403482,1.3380830294346697,"Not Hispanic, White"
5654.0,2.0,1.0,,,,20240610,2.0,10.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,3.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,7.0,3.0,5.0,1.0,0.7767369010201741,0.410584770034944,"Not Hispanic, White"
5655.0,2.0,1.0,,,,20240513,2.0,10.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,3.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,9.0,3.0,7.0,1.0,1.5534738020403482,2.5353511039078493,"Not Hispanic, White"
5658.0,2.0,1.0,,,,20240513,2.0,10.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,6.0,3.0,1.0,1.0,2.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,62.0,3.0,4.0,2.0,1.0,6.0,1.0,4.0,1.0,2.0,9.0,1.0,2.0,1.0,2.3302107030605224,1.7979937256215877,"Hispanic, White"
5660.0,1.0,1.0,1.0,1.0,20240306,20240306,2.0,10.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,99.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,99.0,99.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,63.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,7.0,3.0,6.0,1.0,0.7767369010201741,0.410584770034944,"Not Hispanic, White"
5663.0,2.0,1.0,,,,20240429,2.0,10.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,99.0,51.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,5.0,3.0,6.0,2.0,2.3302107030605224,1.8937911911363576,Not Hispanic
5664.0,2.0,1.0,,,,20240430,2.0,10.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,5.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,27.0,1.0,1.0,2.0,6.0,5.0,2.0,5.0,2.0,,5.0,3.0,5.0,1.0,2.3302107030605224,5.7219464824942925,"Not Hispanic, Black"
5666.0,2.0,1.0,,,,20240429,2.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,5.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,38.0,2.0,1.0,1.0,6.0,3.0,3.0,1.0,2.0,,1.0,2.0,3.0,1.0,0.11015029946687316,0.24471841851273074,"Not Hispanic, Black"
5670.0,2.0,1.0,,,,20240429,2.0,10.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,6.0,1.0,6.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,0.7767369010201741,0.7511116247502216,"Not Hispanic, White"
5673.0,2.0,1.0,,,,20240517,2.0,10.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.0,4.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.7767369010201741,0.4877722346381516,"Not Hispanic, White"
5678.0,3.0,1.0,1.0,,20240525,20240525,2.0,10.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,10.0,3.0,2.0,6.0,6.0,4.0,7.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,58.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,,3.0,2.0,4.0,1.0,1.5534738020403482,1.0035672811254643,"Not Hispanic, White"
5679.0,3.0,1.0,1.0,,20240221,20240221,2.0,10.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,4.0,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,87.0,4.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.7767369010201741,0.6706678415632488,"Not Hispanic, White"
5680.0,2.0,1.0,,,,20240430,2.0,8.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,80.0,4.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,2.0,99.0,3.0,7.0,1.0,0.45097853546298033,0.30481221800253655,"Not Hispanic, Black"
5687.0,1.0,1.0,1.0,1.0,20240306,20240306,2.0,10.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,1.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,65.0,4.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,99.0,2.0,3.0,1.0,0.7767369010201741,0.22610150329760112,"Not Hispanic, White"
5691.0,2.0,1.0,,,,20240520,2.0,10.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,6.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,0.7767369010201741,1.2096694756707298,"Not Hispanic, White"
5697.0,1.0,1.0,1.0,1.0,20240315,20240315,2.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,4.0,7.0,3.0,4.0,99.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,32.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,99.0,,5.0,2.0,4.0,1.0,0.11015029946687316,0.6487171785700727,"Not Hispanic, Other"
5706.0,1.0,1.0,1.0,1.0,20240223,20240223,2.0,7.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,99.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,3.0,65.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,8.0,1.0,0.1283001904335133,0.08328961172911356,Hispanic
